position;colour
[-309,211,-45];[96,78,68]
[-309,203,-43];[79,69,57]
[-315,212,-44];[160,115,84]
[-315,211,-44];[103,84,70]
[-304,208,-43];[169,129,94]
[-295,236,-63];[121,76,57]
[-319,204,-44];[65,62,55]
[-318,203,-43];[57,50,42]
[-318,203,-44];[64,59,53]
[-318,202,-44];[88,79,64]
[-318,200,-44];[98,85,66]
[-315,210,-45];[91,69,45]
[-316,211,-45];[123,89,64]
[-320,206,-45];[162,123,84]
[-319,206,-45];[162,123,84]
[-308,240,-60];[38,31,23]
[-309,240,-60];[38,31,23]
[-307,241,-62];[11,11,9]
[-318,235,-61];[31,29,34]
[-311,234,-63];[93,66,47]
[-313,235,-63];[121,86,56]
[-313,235,-62];[101,75,50]
[-314,235,-62];[63,47,34]
[-315,235,-62];[41,36,32]
[-317,235,-62];[86,60,45]
[-326,236,-45];[32,33,38]
[-326,234,-45];[30,24,24]
[-326,233,-45];[22,20,21]
[-326,230,-45];[20,20,22]
[-326,232,-45];[48,41,31]
[-326,233,-46];[36,45,42]
[-327,232,-45];[32,31,37]
[-327,233,-45];[20,19,24]
[-326,235,-46];[27,29,28]
[-327,236,-46];[24,26,25]
[-325,214,-44];[129,99,71]
[-327,217,-45];[76,54,40]
[-326,220,-46];[33,22,18]
[-326,221,-46];[37,26,20]
[-332,204,-42];[150,113,86]
[-332,232,-60];[16,17,21]
[-327,201,-43];[80,63,55]
[-332,234,-61];[0,1,5]
[-327,222,-46];[35,27,24]
[-326,220,-45];[31,30,25]
[-327,218,-46];[100,106,120]
[-327,219,-46];[86,57,39]
[-326,218,-45];[24,24,26]
[-326,216,-45];[100,80,56]
[-325,214,-45];[133,100,69]
[-326,212,-45];[59,44,25]
[-331,204,-43];[151,118,83]
[-331,205,-44];[162,129,94]
[-331,205,-43];[160,122,86]
[-328,205,-44];[112,91,64]
[-329,205,-45];[169,133,101]
[-331,205,-45];[126,96,70]
[-330,205,-44];[180,136,99]
[-330,205,-45];[151,119,94]
[-331,235,-60];[55,48,40]
[-332,234,-62];[68,67,72]
[-331,234,-62];[8,9,4]
[-331,234,-61];[6,7,9]
[-332,235,-61];[21,16,13]
[-331,235,-61];[42,41,39]
[-333,234,-63];[19,19,19]
[-333,236,-62];[12,12,14]
[-333,236,-63];[47,46,44]
[-326,234,-61];[38,34,31]
[-233,218,-19];[11,15,26]
[-233,218,-18];[13,17,28]
[-233,217,-15];[20,24,35]
[-231,216,-16];[24,26,38]
[-234,219,-12];[113,117,120]
[-250,242,-10];[28,29,33]
[-315,250,-13];[21,24,33]
[-213,233,-10];[30,31,35]
[-214,234,-10];[32,33,35]
[-243,230,-11];[33,34,38]
[-241,231,-11];[31,32,36]
[-241,230,-11];[35,36,40]
[-243,229,-11];[35,36,40]
[-243,228,-11];[39,37,38]
[-244,229,-11];[33,34,38]
[-245,226,-12];[34,35,40]
[-243,227,-11];[40,40,40]
[-243,226,-11];[46,48,47]
[-244,227,-11];[45,43,46]
[-241,227,-11];[39,41,40]
[-242,227,-11];[38,38,40]
[-242,226,-11];[46,46,48]
[-239,228,-11];[27,28,33]
[-239,229,-11];[35,36,40]
[-247,242,-10];[31,32,36]
[-226,214,-11];[53,54,48]
[-227,214,-11];[43,44,39]
[-238,235,-10];[32,33,37]
[-237,237,-10];[37,38,42]
[-217,241,-8];[31,32,34]
[-242,244,-11];[38,39,41]
[-214,241,-9];[27,31,34]
[-214,242,-9];[27,28,30]
[-231,251,-10];[23,24,29]
[-230,252,-10];[22,23,28]
[-229,253,-10];[25,26,30]
[-230,253,-10];[26,27,32]
[-225,247,-10];[33,34,38]
[-225,254,-10];[18,21,28]
[-221,207,-10];[73,73,63]
[-222,208,-10];[70,70,68]
[-220,209,-10];[69,65,62]
[-221,208,-10];[64,61,54]
[-220,206,-10];[45,44,42]
[-220,205,-10];[68,64,61]
[-212,210,-10];[64,61,56]
[-209,204,-10];[63,63,53]
[-209,206,-10];[62,59,50]
[-210,206,-10];[64,61,52]
[-209,208,-10];[61,58,49]
[-210,208,-10];[63,63,55]
[-212,209,-10];[62,59,52]
[-211,207,-10];[70,65,61]
[-211,205,-10];[82,74,71]
[-212,208,-10];[69,65,54]
[-212,205,-10];[68,63,60]
[-214,206,-10];[57,54,47]
[-215,204,-10];[90,86,75]
[-219,206,-10];[63,60,55]
[-217,204,-10];[64,63,58]
[-218,208,-10];[58,55,48]
[-218,207,-10];[72,67,61]
[-217,208,-10];[70,66,57]
[-217,207,-10];[71,67,58]
[-218,210,-10];[58,58,50]
[-216,209,-10];[69,67,55]
[-213,208,-10];[69,66,61]
[-214,210,-10];[56,53,46]
[-215,210,-10];[67,64,57]
[-212,211,-10];[63,63,55]
[-213,211,-10];[61,60,55]
[-211,212,-10];[54,54,46]
[-209,211,-10];[57,56,52]
[-210,211,-10];[57,56,52]
[-208,212,-10];[64,62,50]
[-209,214,-10];[48,49,43]
[-210,215,-10];[47,46,42]
[-211,213,-10];[61,60,55]
[-213,213,-10];[59,58,53]
[-214,213,-10];[61,61,59]
[-215,214,-10];[60,59,55]
[-214,215,-10];[60,59,54]
[-216,216,-10];[61,60,56]
[-216,215,-10];[51,50,45]
[-215,213,-10];[62,61,56]
[-216,213,-10];[64,64,56]
[-218,212,-10];[66,63,56]
[-218,211,-10];[64,63,58]
[-216,217,-10];[56,55,51]
[-218,214,-10];[58,57,52]
[-217,215,-10];[58,57,52]
[-218,218,-10];[56,55,51]
[-218,216,-10];[47,46,41]
[-212,228,-10];[35,35,37]
[-213,228,-10];[39,39,39]
[-212,225,-10];[45,45,43]
[-213,225,-10];[45,46,41]
[-214,226,-10];[44,44,46]
[-215,226,-10];[45,45,43]
[-214,224,-10];[53,54,49]
[-216,224,-10];[40,40,38]
[-214,223,-10];[46,44,45]
[-212,223,-10];[41,41,41]
[-213,222,-10];[46,45,43]
[-212,220,-10];[60,59,55]
[-213,221,-10];[51,50,46]
[-213,220,-10];[66,65,61]
[-216,219,-10];[46,45,41]
[-214,220,-10];[54,53,49]
[-215,219,-10];[52,51,47]
[-214,216,-10];[46,45,41]
[-215,217,-10];[51,50,46]
[-210,216,-10];[50,49,45]
[-213,216,-10];[53,52,48]
[-209,216,-10];[53,52,48]
[-211,219,-10];[55,54,50]
[-211,218,-10];[62,61,57]
[-212,218,-10];[56,55,51]
[-210,219,-10];[42,41,37]
[-209,220,-10];[52,51,47]
[-208,221,-10];[43,42,38]
[-208,225,-10];[38,39,34]
[-208,224,-10];[39,40,35]
[-209,225,-9];[39,37,40]
[-209,223,-10];[43,43,41]
[-211,225,-10];[39,39,37]
[-208,227,-9];[53,51,39]
[-210,227,-10];[37,39,36]
[-210,229,-10];[35,35,33]
[-211,228,-10];[34,34,34]
[-211,227,-10];[42,42,42]
[-208,230,-9];[40,38,39]
[-210,230,-9];[35,35,37]
[-208,231,-9];[40,42,41]
[-209,231,-9];[36,38,37]
[-210,232,-10];[30,30,32]
[-210,233,-10];[29,29,31]
[-210,233,-9];[35,37,36]
[-210,234,-9];[31,31,39]
[-211,235,-9];[24,28,29]
[-212,235,-9];[27,28,30]
[-211,233,-10];[31,32,37]
[-212,234,-10];[35,36,40]
[-213,234,-10];[33,34,38]
[-212,237,-10];[30,31,35]
[-214,236,-10];[31,32,37]
[-210,237,-9];[28,29,33]
[-208,239,-9];[35,38,43]
[-208,238,-9];[37,36,41]
[-209,238,-9];[32,33,35]
[-241,253,-10];[27,26,32]
[-241,252,-10];[36,37,42]
[-242,254,-10];[32,33,38]
[-242,255,-10];[31,34,39]
[-243,256,-11];[26,29,36]
[-243,255,-11];[24,27,34]
[-243,260,-11];[20,23,32]
[-243,260,-10];[20,23,32]
[-242,259,-10];[26,29,36]
[-242,260,-10];[21,24,31]
[-241,260,-11];[32,35,40]
[-242,259,-11];[26,29,36]
[-241,258,-10];[35,38,45]
[-242,258,-11];[20,23,30]
[-240,256,-10];[26,27,32]
[-241,255,-10];[29,32,37]
[-239,254,-10];[56,55,60]
[-240,255,-10];[42,43,47]
[-238,255,-10];[34,35,40]
[-239,246,-10];[25,26,31]
[-240,247,-10];[26,29,36]
[-239,248,-11];[23,23,31]
[-238,247,-10];[25,26,31]
[-237,247,-10];[22,23,28]
[-235,252,-10];[52,51,56]
[-235,251,-10];[51,50,55]
[-236,248,-10];[25,26,31]
[-236,251,-10];[53,52,57]
[-238,253,-10];[52,51,56]
[-237,254,-10];[20,21,25]
[-236,253,-10];[44,45,49]
[-235,253,-10];[55,56,60]
[-236,255,-10];[40,44,47]
[-236,254,-10];[46,47,51]
[-236,256,-10];[23,26,31]
[-208,263,-9];[18,20,32]
[-231,264,-2];[14,20,34]
[-234,263,0];[12,18,32]
[-232,263,-1];[12,20,33]
[-233,263,-1];[10,18,31]
[-249,259,-11];[29,33,36]
[-314,262,-12];[18,21,30]
[-314,261,-12];[21,25,34]
[-312,261,-12];[19,26,34]
[-313,260,-12];[23,23,33]
[-306,262,-12];[16,19,36]
[-319,263,-3];[12,20,33]
[-320,263,-3];[15,22,38]
[-243,147,-29];[124,111,92]
[-243,185,-28];[83,77,65]
[-204,135,-10];[73,74,66]
[-203,134,-10];[52,51,47]
[-241,144,-29];[146,130,104]
[-241,144,-28];[146,130,104]
[-213,160,-25];[80,73,63]
[-211,142,-22];[82,79,72]
[-225,152,-27];[62,57,54]
[-233,136,-24];[23,23,23]
[-242,129,-27];[44,43,39]
[-229,136,-26];[14,17,22]
[-232,136,-26];[40,40,40]
[-231,136,-27];[73,72,68]
[-238,136,-26];[29,33,34]
[-240,136,-28];[54,59,53]
[-240,135,-27];[43,45,40]
[-240,136,-25];[31,33,30]
[-240,135,-26];[15,19,18]
[-216,146,-27];[114,105,87]
[-217,146,-28];[98,90,75]
[-218,147,-28];[103,95,82]
[-217,149,-27];[103,93,83]
[-219,196,-24];[5,5,5]
[-211,151,-21];[70,69,64]
[-212,148,-23];[62,63,57]
[-210,151,-21];[62,63,57]
[-211,150,-21];[67,67,59]
[-211,149,-21];[33,33,33]
[-210,149,-20];[38,36,41]
[-211,147,-21];[66,65,63]
[-212,147,-23];[96,92,81]
[-212,145,-23];[83,81,69]
[-212,144,-23];[75,71,62]
[-212,144,-22];[75,71,62]
[-210,145,-21];[77,74,69]
[-210,146,-20];[74,71,64]
[-210,147,-21];[75,76,71]
[-221,196,-25];[20,24,35]
[-218,196,-23];[16,15,21]
[-219,196,-21];[23,24,28]
[-220,195,-22];[14,19,25]
[-220,195,-21];[23,23,31]
[-221,194,-24];[27,27,29]
[-221,194,-25];[25,20,24]
[-219,195,-24];[24,26,25]
[-246,191,-28];[74,70,58]
[-244,192,-28];[81,77,65]
[-245,191,-28];[78,74,62]
[-245,190,-28];[75,71,59]
[-245,189,-28];[80,74,62]
[-246,190,-28];[78,74,62]
[-248,186,-28];[86,80,66]
[-247,189,-28];[87,81,69]
[-247,188,-28];[95,89,75]
[-248,189,-28];[92,86,72]
[-248,188,-28];[91,85,71]
[-248,187,-28];[89,83,69]
[-249,186,-28];[91,85,71]
[-275,184,-34];[53,55,52]
[-276,184,-34];[50,52,51]
[-276,183,-33];[81,59,69]
[-275,195,-33];[36,37,42]
[-275,196,-33];[51,52,57]
[-275,186,-36];[59,60,64]
[-275,191,-32];[31,32,36]
[-273,185,-31];[40,40,42]
[-273,180,-31];[73,73,71]
[-274,182,-32];[69,69,67]
[-274,180,-31];[73,73,71]
[-277,179,-39];[92,56,22]
[-277,180,-39];[100,68,53]
[-280,180,-39];[88,88,64]
[-286,177,-37];[95,92,73]
[-308,188,-39];[29,25,24]
[-281,174,-38];[81,78,47]
[-281,175,-38];[74,71,54]
[-277,170,-38];[99,84,61]
[-302,183,-39];[55,51,40]
[-308,180,-38];[82,83,88]
[-302,173,-39];[75,72,57]
[-293,177,-39];[61,53,38]
[-292,177,-39];[98,97,79]
[-292,176,-39];[87,80,62]
[-291,176,-40];[75,70,48]
[-302,173,-40];[67,69,55]
[-302,172,-40];[30,34,20]
[-308,179,-38];[70,76,66]
[-309,180,-39];[62,53,38]
[-299,181,-39];[67,68,50]
[-301,177,-39];[55,54,49]
[357,77,-90];[9,9,11]
[-301,176,-39];[71,67,55]
[-299,179,-38];[102,98,86]
[-298,178,-38];[88,86,65]
[-299,178,-38];[102,98,86]
[-299,177,-38];[98,92,76]
[-299,177,-39];[98,92,76]
[-298,177,-39];[101,98,79]
[-298,179,-39];[81,78,61]
[-297,180,-39];[86,75,53]
[-298,180,-39];[100,104,81]
[-297,181,-39];[116,115,94]
[-293,178,-38];[99,98,78]
[-293,175,-38];[79,74,55]
[-293,177,-38];[129,130,112]
[-292,177,-38];[58,47,41]
[-292,178,-38];[105,102,83]
[-292,178,-39];[68,64,53]
[-293,179,-38];[90,88,67]
[-296,181,-39];[78,77,59]
[-294,179,-39];[114,109,89]
[-295,178,-39];[85,83,60]
[-296,178,-39];[65,60,41]
[-296,176,-39];[72,66,52]
[-297,176,-39];[108,103,84]
[-296,175,-38];[78,69,52]
[-295,175,-38];[92,91,70]
[-294,174,-38];[97,102,72]
[-296,174,-38];[67,62,40]
[-297,174,-38];[80,73,54]
[-297,173,-39];[91,92,78]
[-312,178,-40];[108,97,67]
[-310,171,-39];[42,30,30]
[-311,177,-38];[105,103,78]
[-311,175,-38];[97,99,88]
[-306,177,-38];[65,52,36]
[-306,175,-38];[87,83,74]
[-310,176,-38];[81,80,49]
[-310,176,-37];[107,106,75]
[-309,177,-38];[57,48,31]
[-309,176,-38];[85,40,35]
[-308,177,-38];[78,82,83]
[-306,176,-37];[56,54,42]
[-303,181,-38];[61,62,46]
[-304,181,-38];[55,47,32]
[-304,180,-37];[56,59,38]
[-305,178,-37];[15,15,15]
[-306,179,-37];[64,65,47]
[-305,181,-37];[72,72,48]
[-305,178,-36];[15,15,15]
[-305,177,-36];[26,25,21]
[-305,177,-37];[47,50,33]
[-306,177,-37];[49,45,34]
[-311,175,-36];[77,79,57]
[-310,175,-37];[93,93,59]
[-308,174,-37];[97,100,69]
[-307,174,-38];[125,127,105]
[-310,175,-38];[42,45,34]
[-309,173,-37];[95,96,65]
[-307,173,-38];[83,83,71]
[-308,173,-38];[65,63,48]
[-308,174,-39];[65,63,48]
[-309,173,-39];[52,54,40]
[-309,174,-39];[46,48,37]
[-258,160,-29];[157,140,112]
[-258,160,-30];[157,140,112]
[-278,160,-35];[44,47,52]
[-247,150,-29];[87,84,69]
[-248,151,-29];[75,73,61]
[-268,159,-26];[42,38,35]
[-268,159,-28];[76,71,65]
[-269,158,-21];[30,31,33]
[-269,158,-22];[42,41,37]
[-270,159,-28];[62,62,62]
[-270,158,-28];[42,37,34]
[-269,159,-24];[51,46,43]
[-269,159,-26];[76,72,60]
[-268,158,-27];[38,40,37]
[-269,158,-28];[20,22,21]
[-272,138,-30];[85,81,70]
[-265,140,-30];[107,98,80]
[-266,157,-30];[154,140,114]
[-267,156,-29];[163,146,126]
[-266,156,-29];[143,122,103]
[-279,167,-40];[101,98,83]
[-275,163,-33];[32,32,32]
[-276,163,-32];[66,68,57]
[-275,169,-37];[64,63,59]
[-274,169,-35];[51,56,52]
[-275,169,-35];[51,56,52]
[-275,169,-32];[37,37,37]
[-275,167,-33];[45,45,43]
[-275,169,-33];[48,46,49]
[-275,168,-33];[43,41,44]
[-274,168,-34];[56,56,56]
[-274,168,-35];[61,61,59]
[-275,167,-34];[44,43,38]
[-282,162,-38];[116,111,91]
[-282,162,-37];[116,111,91]
[-278,163,-35];[46,47,42]
[-276,164,-31];[77,75,62]
[-281,168,-39];[80,73,54]
[-278,147,-33];[93,77,52]
[-277,167,-38];[63,63,55]
[-276,169,-38];[59,47,33]
[-275,166,-34];[70,76,74]
[-275,166,-30];[136,89,109]
[-276,165,-30];[69,60,61]
[-274,166,-32];[36,41,35]
[-275,166,-32];[37,36,34]
[-276,165,-32];[71,72,66]
[-276,166,-35];[42,42,34]
[-275,167,-36];[46,45,43]
[-276,168,-36];[37,34,29]
[-276,161,-35];[37,31,31]
[-277,162,-35];[62,61,59]
[-276,161,-36];[81,69,55]
[-280,148,-33];[105,97,84]
[-276,159,-35];[137,103,75]
[-278,165,-38];[59,62,53]
[-277,167,-35];[61,54,44]
[-278,167,-35];[94,90,78]
[-277,158,-33];[25,27,24]
[-279,167,-35];[55,47,36]
[-278,164,-37];[38,40,37]
[-278,164,-36];[48,48,40]
[-279,166,-36];[42,41,39]
[-279,167,-36];[40,42,37]
[-278,159,-34];[54,56,51]
[-278,162,-36];[37,34,29]
[-281,161,-37];[59,54,34]
[-279,162,-38];[34,36,25]
[-276,164,-38];[68,68,58]
[-277,164,-38];[50,48,27]
[-278,163,-37];[83,80,65]
[-279,166,-35];[87,86,68]
[-280,155,-36];[86,88,67]
[-279,155,-36];[65,61,52]
[-280,156,-36];[94,93,72]
[-279,158,-36];[47,47,39]
[-280,159,-36];[65,68,59]
[-278,158,-35];[58,57,53]
[-279,157,-34];[60,54,40]
[-278,157,-33];[68,66,54]
[-277,158,-34];[98,73,51]
[-277,157,-34];[128,115,98]
[-277,158,-35];[118,87,56]
[-282,156,-37];[85,77,64]
[-281,155,-37];[75,68,62]
[-278,146,-33];[66,61,41]
[-278,146,-34];[82,70,46]
[-215,206,-10];[76,72,61]
[-280,161,-35];[47,48,43]
[-281,158,-37];[67,56,38]
[-280,160,-35];[91,78,61]
[-282,161,-37];[103,105,84]
[-282,161,-38];[83,84,68]
[-282,159,-37];[111,115,101]
[-282,160,-37];[115,119,105]
[-283,151,-40];[80,60,53]
[-282,152,-40];[58,55,40]
[-282,154,-38];[61,55,43]
[-282,155,-38];[93,84,69]
[-282,156,-40];[75,66,51]
[-282,157,-40];[51,48,39]
[-283,157,-39];[40,42,31]
[-283,157,-38];[109,107,112]
[-283,156,-37];[78,74,63]
[-283,156,-40];[75,66,51]
[-283,155,-39];[73,63,51]
[-282,153,-40];[59,56,49]
[-283,153,-37];[41,40,35]
[-277,151,-35];[82,81,61]
[-277,150,-35];[132,129,122]
[-276,150,-36];[72,69,62]
[-279,151,-38];[47,43,32]
[-279,152,-38];[44,49,43]
[-279,153,-39];[34,36,25]
[-279,153,-38];[60,61,55]
[-280,154,-38];[59,51,40]
[-281,154,-38];[94,78,62]
[-281,152,-37];[69,66,47]
[-281,150,-38];[69,74,54]
[-281,151,-38];[49,42,32]
[-282,152,-37];[37,34,27]
[-282,151,-37];[69,66,47]
[-282,151,-38];[24,25,29]
[-282,150,-38];[69,74,54]
[-286,159,-39];[127,89,53]
[-285,159,-39];[121,81,46]
[-273,145,-30];[111,108,101]
[-275,149,-37];[86,69,49]
[-276,149,-36];[78,62,47]
[-281,149,-38];[78,75,56]
[-279,150,-38];[57,56,61]
[-278,150,-35];[93,78,57]
[-279,150,-35];[33,33,25]
[-279,150,-36];[47,44,39]
[-279,150,-37];[57,59,56]
[-280,149,-35];[34,35,30]
[-280,149,-36];[36,37,31]
[-289,161,-39];[72,72,70]
[-295,166,-39];[114,116,95]
[-289,160,-40];[90,110,134]
[-312,161,-38];[76,73,56]
[-288,158,-40];[67,55,39]
[-312,162,-34];[116,120,85]
[-276,158,-36];[169,166,157]
[-277,157,-36];[67,60,42]
[-279,156,-37];[121,100,71]
[-278,157,-37];[113,107,83]
[-278,156,-37];[28,15,7]
[-278,155,-37];[118,97,76]
[-278,154,-36];[44,40,28]
[-278,153,-36];[53,57,43]
[-286,171,-38];[112,113,95]
[-286,169,-38];[107,107,95]
[-289,171,-38];[91,90,72]
[-289,171,-39];[89,90,72]
[-289,170,-38];[119,114,92]
[-286,168,-39];[75,73,52]
[-286,167,-39];[65,62,43]
[-287,168,-39];[100,100,74]
[-280,142,-38];[66,63,48]
[-288,170,-39];[116,114,99]
[-288,168,-39];[106,104,83]
[-312,161,-34];[102,111,92]
[-313,161,-32];[72,69,52]
[-313,161,-33];[82,86,72]
[-313,161,-35];[65,61,52]
[-288,163,-38];[107,105,84]
[-288,162,-39];[87,84,67]
[-288,164,-38];[116,119,100]
[-288,167,-39];[99,95,68]
[-287,166,-39];[76,66,39]
[-286,165,-38];[78,71,61]
[-285,165,-38];[89,87,72]
[-284,163,-38];[102,100,87]
[-286,164,-38];[102,99,82]
[-286,163,-38];[116,106,79]
[-287,163,-38];[116,111,89]
[-314,162,-35];[114,118,101]
[-315,162,-36];[57,60,49]
[-313,161,-36];[62,48,47]
[-312,160,-36];[86,89,72]
[-313,160,-36];[66,69,60]
[-312,163,-36];[89,87,72]
[-313,162,-33];[117,117,89]
[-313,162,-34];[116,120,85]
[-313,163,-35];[71,73,60]
[-314,163,-35];[71,73,60]
[-314,163,-33];[121,119,94]
[-314,163,-34];[58,62,47]
[-316,163,-34];[80,82,68]
[-314,163,-36];[64,65,49]
[-311,161,-35];[144,145,103]
[-303,161,-39];[70,72,61]
[-304,161,-39];[96,95,75]
[-311,159,-35];[111,112,81]
[-300,164,-39];[124,77,59]
[-298,156,-39];[72,73,67]
[-298,157,-37];[87,90,69]
[-299,156,-38];[90,90,64]
[-298,155,-38];[72,74,50]
[-312,157,-39];[52,48,36]
[-314,168,-38];[96,98,85]
[-315,168,-38];[124,125,109]
[-310,162,-38];[107,105,82]
[-305,154,-36];[63,60,53]
[-322,161,-37];[59,59,47]
[-321,161,-38];[48,48,40]
[-320,161,-38];[108,106,91]
[-320,161,-39];[49,51,40]
[-320,162,-39];[49,51,40]
[-290,150,-40];[98,93,71]
[-316,162,-40];[55,52,43]
[-317,163,-39];[124,127,116]
[-316,163,-39];[124,127,116]
[-306,161,-39];[65,65,41]
[-306,162,-38];[86,85,55]
[-306,163,-39];[79,78,57]
[-306,162,-39];[86,85,55]
[-317,167,-39];[103,100,83]
[-318,166,-39];[100,99,78]
[-305,154,-35];[121,125,92]
[-306,155,-36];[121,123,120]
[-316,164,-40];[116,118,97]
[-309,157,-38];[150,133,105]
[-311,159,-37];[57,54,45]
[-306,156,-37];[71,73,51]
[-303,160,-40];[44,44,32]
[-305,158,-38];[71,69,57]
[-305,158,-39];[61,64,43]
[-311,155,-37];[69,68,50]
[-313,158,-37];[46,49,42]
[-313,158,-38];[44,45,39]
[-311,157,-38];[78,80,58]
[-312,158,-37];[67,66,46]
[-313,157,-37];[54,60,46]
[-313,158,-36];[64,62,49]
[-315,160,-36];[74,74,62]
[-314,161,-37];[21,23,12]
[-315,161,-37];[68,62,46]
[-315,159,-37];[78,76,63]
[-314,158,-37];[65,63,48]
[-314,158,-36];[88,81,62]
[-318,158,-38];[75,76,58]
[-313,157,-38];[44,45,39]
[-314,158,-38];[97,89,66]
[-316,157,-39];[56,53,44]
[-317,157,-38];[61,61,51]
[-312,157,-38];[50,52,41]
[-322,160,-36];[72,73,59]
[-323,160,-37];[48,48,38]
[-321,160,-37];[99,97,82]
[-322,160,-38];[19,19,21]
[-323,160,-38];[42,38,37]
[-317,158,-38];[114,112,89]
[-317,157,-39];[54,52,40]
[-317,156,-39];[50,49,44]
[-330,157,-39];[96,94,69]
[-297,153,-39];[65,59,45]
[-292,150,-37];[90,81,52]
[-215,212,-10];[64,63,59]
[-292,148,-38];[59,60,42]
[-292,148,-37];[58,54,43]
[-292,150,-35];[96,95,65]
[-291,149,-34];[74,77,56]
[-291,147,-35];[78,81,54]
[-291,146,-35];[102,102,90]
[-291,147,-33];[117,118,100]
[-291,148,-33];[107,104,87]
[-292,147,-35];[65,68,47]
[-292,146,-35];[116,116,104]
[-298,151,-35];[96,96,68]
[-298,152,-36];[61,55,43]
[-293,150,-36];[114,111,76]
[-299,152,-36];[106,106,80]
[-297,152,-40];[82,82,58]
[-290,152,-40];[71,64,45]
[-290,151,-40];[99,94,75]
[-297,152,-35];[28,36,39]
[-297,151,-35];[38,43,39]
[-296,158,-38];[110,109,88]
[-297,158,-37];[75,75,51]
[-297,157,-39];[64,66,52]
[-297,155,-39];[65,60,41]
[-296,155,-38];[102,108,80]
