position;colour
[12,34,16];[97,97,97]
[-9,33,16];[86,87,91]
[4,31,16];[132,130,131]
[-9,31,16];[49,44,38]
[-3,30,16];[98,102,105]
[19,47,15];[67,68,70]
[15,47,15];[32,31,29]
[-19,43,16];[80,80,78]
[-19,42,16];[77,77,77]
[-19,41,16];[71,72,74]
[-12,42,15];[6,8,7]
[26,38,15];[38,38,36]
[-17,37,16];[37,37,37]
[41,37,15];[67,69,68]
[27,37,15];[35,35,33]
[28,35,15];[62,63,65]
[26,36,15];[25,25,23]
[39,35,15];[63,63,65]
[35,35,15];[68,68,66]
[23,35,15];[62,65,70]
[19,35,15];[61,64,71]
[-11,36,15];[16,17,21]
[26,35,15];[64,65,69]
[15,34,16];[102,102,104]
[12,34,15];[35,34,30]
[-9,33,15];[14,14,14]
[-18,33,15];[61,62,64]
[-5,31,16];[131,129,130]
[6,31,16];[70,70,70]
[1,31,16];[97,98,100]
[-1,31,16];[110,111,115]
[10,31,15];[53,47,35]
[9,30,16];[81,81,79]
[8,30,16];[87,86,82]
[5,30,16];[84,85,89]
[1,30,16];[67,68,72]
[-5,30,16];[105,107,106]
[-6,30,16];[86,84,85]
[-7,30,16];[100,95,89]
[11,49,15];[62,63,65]
[-7,50,15];[68,63,67]
[39,47,15];[80,81,85]
[35,47,15];[107,105,108]
[34,47,15];[85,84,89]
[27,48,15];[60,60,58]
[24,47,15];[84,86,85]
[23,47,15];[68,72,73]
[-10,47,15];[32,33,35]
[-11,46,15];[41,45,44]
[30,46,15];[16,16,14]
[29,45,15];[32,32,32]
[-10,46,15];[19,23,26]
[33,46,15];[51,51,53]
[37,46,15];[62,62,62]
[35,46,15];[29,29,29]
[24,45,15];[52,52,50]
[20,45,15];[54,55,57]
[16,45,15];[52,54,53]
[26,45,15];[36,36,34]
[41,45,15];[67,68,70]
[12,45,15];[70,73,78]
[35,45,15];[66,67,69]
[15,45,14];[61,61,59]
[37,45,15];[61,63,62]
[39,46,15];[54,54,52]
[38,44,15];[66,66,66]
[12,44,15];[72,77,80]
[40,43,15];[114,113,109]
[12,43,15];[45,53,56]
[42,43,15];[41,41,41]
[37,44,15];[64,64,66]
[36,44,15];[63,64,66]
[36,43,15];[62,64,63]
[35,44,15];[63,63,63]
[35,43,15];[59,59,59]
[36,42,15];[62,63,65]
[13,43,15];[47,47,47]
[42,42,15];[31,31,31]
[35,42,15];[56,57,59]
[38,42,15];[64,64,64]
[40,41,15];[162,166,167]
[35,41,15];[59,60,62]
[36,41,15];[60,61,63]
[37,41,15];[60,61,65]
[42,40,15];[25,25,25]
[39,41,15];[65,65,65]
[40,40,15];[70,70,70]
[38,40,15];[60,61,63]
[12,40,15];[50,55,59]
[42,39,15];[50,50,50]
[34,39,15];[18,20,19]
[41,39,15];[50,52,51]
[39,39,15];[71,72,74]
[40,39,15];[60,60,60]
[41,38,15];[54,54,54]
[12,39,15];[71,72,74]
[-12,38,15];[7,7,7]
[40,38,15];[59,59,59]
[12,38,15];[79,80,75]
[34,38,15];[9,9,9]
[16,37,15];[18,18,18]
[13,37,15];[26,28,27]
[40,37,15];[45,45,45]
[35,38,15];[61,63,62]
[35,37,15];[58,60,59]
[34,37,15];[59,59,59]
[18,37,15];[8,8,10]
[25,36,15];[38,34,33]
[39,36,15];[86,84,87]
[37,35,15];[81,81,83]
[38,36,15];[81,79,80]
[37,36,15];[41,41,41]
[36,35,15];[74,74,76]
[35,36,15];[100,98,101]
[34,35,15];[69,69,67]
[33,36,15];[41,43,42]
[32,36,15];[35,33,36]
[31,36,15];[33,33,33]
[24,36,15];[45,44,40]
[22,36,15];[50,47,42]
[20,36,15];[50,45,41]
[18,36,15];[65,67,66]
[34,34,15];[77,77,77]
[30,34,15];[105,103,108]
[29,34,15];[81,79,82]
[11,34,15];[34,33,31]
[-13,33,15];[55,54,52]
[-3,31,15];[23,23,23]
[-1,30,15];[3,3,3]
[-4,30,16];[95,96,98]
[-8,51,15];[74,76,73]
[3,50,15];[30,34,43]
[-11,48,15];[103,102,100]
[-14,48,14];[59,59,57]
[10,49,15];[83,83,83]
[35,48,15];[64,63,61]
[34,48,15];[62,62,62]
[31,48,15];[57,57,57]
[29,48,15];[65,65,65]
[22,48,15];[60,56,57]
[17,48,15];[58,58,56]
[15,48,15];[44,44,42]
[39,48,15];[66,64,65]
[-19,47,15];[76,76,78]
[11,48,15];[79,79,79]
[-16,47,15];[84,89,92]
[-12,46,15];[15,15,15]
[23,46,15];[52,51,49]
[22,46,15];[47,47,45]
[-12,45,15];[12,14,13]
[25,45,15];[53,55,54]
[25,45,14];[53,55,54]
[25,44,15];[27,27,27]
[-12,44,15];[6,8,7]
[-12,44,14];[10,11,13]
[43,43,15];[79,79,81]
[-17,43,15];[1,1,1]
[-16,41,14];[50,50,52]
[-17,41,15];[30,30,30]
[-19,41,15];[23,19,16]
[-33,41,14];[64,58,36]
[-47,41,14];[48,48,48]
[-31,41,14];[236,200,18]
[-45,41,14];[236,203,38]
[14,39,15];[27,27,29]
[-20,41,14];[45,45,45]
[-17,40,15];[27,27,25]
[-19,40,15];[20,19,17]
[-13,40,15];[28,28,30]
[-47,40,14];[51,48,39]
[-48,40,14];[49,49,49]
[-32,40,14];[233,196,29]
[-42,40,14];[249,214,36]
[-46,40,14];[230,206,80]
[-10,39,15];[52,59,67]
[-22,40,14];[53,53,53]
[-28,40,14];[249,222,83]
[-29,40,14];[242,205,28]
[-41,40,14];[91,76,19]
[-50,40,14];[65,63,51]
[-55,40,14];[53,53,53]
[-58,40,14];[52,52,50]
[-17,40,14];[21,27,27]
[-20,40,14];[48,48,48]
[-26,40,14];[64,62,49]
[-27,40,14];[66,63,48]
[-35,40,14];[58,58,48]
[-43,40,14];[245,206,23]
[-54,40,14];[50,52,49]
[25,39,15];[33,33,33]
[-44,40,14];[246,207,18]
[-45,40,14];[247,208,27]
[-16,39,14];[50,52,51]
[-19,39,15];[20,20,20]
[-57,39,14];[56,56,56]
[-17,39,15];[23,23,23]
[-17,39,14];[12,16,15]
[-26,39,14];[59,59,51]
[-31,39,14];[243,203,20]
[-36,39,14];[58,58,48]
[-37,39,14];[60,57,50]
[-54,39,14];[68,65,50]
[-58,39,14];[54,56,55]
[-15,39,14];[54,54,54]
[-21,39,14];[51,51,49]
[-28,39,14];[68,63,44]
[-39,39,14];[55,55,47]
[-40,39,14];[58,55,48]
[-45,39,14];[247,206,28]
[-51,39,14];[67,64,47]
[-56,39,14];[54,54,54]
[18,38,15];[80,81,83]
[-17,38,15];[23,22,20]
[-19,39,14];[22,24,23]
[-32,39,14];[237,199,28]
[-34,39,14];[65,58,39]
[-48,39,14];[49,49,47]
[-50,39,14];[56,56,48]
[-52,39,14];[67,64,49]
[-25,39,14];[60,59,54]
[-38,39,14];[57,57,49]
[-43,39,14];[247,207,31]
[-44,39,14];[246,205,27]
[-27,38,14];[59,59,49]
[-28,38,14];[67,64,49]
[-47,38,14];[247,206,40]
[-54,38,14];[68,66,51]
[-17,37,15];[15,17,16]
[-24,38,14];[54,54,54]
[-25,38,14];[51,51,49]
[-30,38,14];[252,211,35]
[-33,38,14];[238,199,42]
[-37,38,14];[60,60,52]
[-42,38,14];[70,64,42]
[-49,38,14];[50,50,50]
[24,37,14];[58,58,60]
[22,37,14];[56,56,56]
[18,37,14];[24,24,24]
[19,36,15];[30,26,23]
[-12,37,15];[11,11,11]
[-13,37,15];[3,3,3]
[-12,35,15];[45,44,52]
[15,34,15];[87,86,91]
[-14,34,15];[58,53,50]
[-15,34,15];[67,62,59]
[11,33,15];[38,37,33]
[-15,33,15];[62,62,62]
[-11,32,15];[46,45,41]
[7,31,15];[37,33,34]
[1,31,15];[26,26,26]
[-5,31,15];[32,32,34]
[-5,32,15];[38,38,40]
[8,50,15];[49,52,57]
[7,50,15];[42,47,53]
[6,50,15];[38,41,46]
[2,50,15];[35,42,48]
[1,50,15];[30,35,39]
[-4,50,15];[53,58,64]
[-9,50,15];[92,90,91]
[10,48,15];[31,31,33]
[13,48,15];[52,53,55]
[23,48,15];[60,58,61]
[-9,48,15];[38,39,43]
[12,47,15];[75,75,73]
[11,47,15];[31,31,31]
[-13,47,15];[68,69,73]
[-17,46,15];[243,204,75]
[-17,45,15];[0,0,0]
[4,31,15];[26,25,23]
[-10,45,15];[119,115,114]
[22,45,14];[55,55,55]
[20,45,14];[54,55,57]
[23,45,14];[56,56,54]
[21,45,14];[55,57,56]
[19,45,14];[54,56,55]
[-10,44,15];[124,122,123]
[-17,44,15];[1,1,1]
[14,43,15];[8,9,11]
[-15,41,14];[54,56,55]
[-17,42,14];[20,21,25]
[-10,42,15];[116,114,115]
[-21,41,14];[46,48,47]
[-23,41,14];[50,52,51]
[-26,41,14];[66,63,46]
[-28,41,14];[251,212,33]
[-36,41,14];[65,65,55]
[-38,41,14];[56,55,50]
[-41,41,14];[250,214,38]
[-46,41,14];[58,53,49]
[-48,42,14];[55,55,47]
[-50,41,14];[68,65,50]
[-53,41,14];[55,54,49]
[-54,41,14];[51,51,51]
[-55,41,14];[51,51,51]
[-57,41,14];[57,58,52]
[-10,40,15];[135,131,132]
[-9,39,15];[13,20,39]
[-9,38,15];[56,67,85]
[-55,38,14];[59,58,53]
[-56,38,14];[55,55,55]
[-32,38,14];[244,204,28]
[-57,38,14];[56,56,56]
[-58,38,14];[57,57,57]
[41,36,15];[110,110,110]
[-10,36,14];[58,60,72]
[-19,36,15];[23,23,23]
[13,33,16];[48,44,35]
[-14,33,15];[60,60,60]
[6,32,15];[35,31,32]
[1,32,15];[28,28,28]
[0,32,15];[27,27,29]
[-1,31,15];[24,24,24]
[-10,32,15];[57,57,49]
[-8,30,15];[43,39,30]
[8,30,15];[133,133,131]
[4,30,16];[75,76,80]
[4,30,15];[3,3,3]
[0,30,15];[4,4,4]
[-2,30,15];[3,3,3]
[-5,30,15];[3,2,0]
[8,51,15];[65,65,65]
[-4,51,15];[63,65,64]
[11,50,15];[86,86,86]
[-10,49,15];[67,63,62]
[-12,48,14];[56,56,54]
[-15,48,14];[59,59,59]
[-16,48,15];[59,58,56]
[-8,48,15];[36,38,37]
[-10,46,14];[84,83,79]
[-17,43,14];[3,4,6]
[-14,43,14];[55,57,56]
[-20,42,14];[45,45,45]
[-23,42,14];[49,49,47]
[-26,42,14];[65,62,47]
[-27,42,14];[253,214,35]
[-28,42,14];[243,204,23]
[-30,42,14];[242,205,26]
[-32,42,14];[120,105,50]
[-33,42,14];[61,59,47]
[-35,42,14];[58,58,50]
[-38,42,14];[55,56,50]
[-40,42,14];[211,185,101]
[-44,42,14];[243,207,31]
[-49,42,14];[63,64,48]
[-55,42,14];[51,53,52]
[-57,42,14];[64,63,58]
[43,42,15];[82,82,84]
[25,40,15];[36,36,36]
[43,39,15];[95,94,99]
[17,38,15];[71,75,76]
[42,38,15];[84,82,83]
[42,38,14];[55,55,55]
[-14,38,14];[56,56,56]
[-16,38,14];[50,50,48]
[-55,37,14];[55,55,55]
[41,35,15];[71,71,71]
[-17,35,15];[0,0,0]
[-19,35,15];[23,23,25]
[38,34,15];[115,117,114]
[37,34,15];[36,38,37]
[35,34,15];[80,80,82]
[28,34,15];[69,69,69]
[23,34,15];[72,73,75]
[17,34,15];[42,41,39]
[-17,34,15];[10,10,10]
[-19,34,15];[96,97,101]
[30,39,16];[53,55,54]
[-19,33,15];[89,90,94]
[13,33,15];[70,68,69]
[3,30,15];[2,2,0]
[-4,30,15];[2,2,0]
[1,51,15];[73,75,70]
[-3,51,15];[68,68,66]
[-14,47,14];[18,18,18]
[12,47,14];[66,70,73]
[12,41,15];[56,64,67]
[-15,47,14];[11,13,12]
[-14,46,14];[31,31,29]
[-13,46,14];[22,22,20]
[-14,45,14];[65,66,70]
[-15,44,14];[54,56,53]
[-21,43,14];[47,49,48]
[-22,43,14];[51,51,51]
[-26,43,14];[248,212,72]
[-31,43,14];[233,211,89]
[-34,43,14];[59,56,49]
[-36,43,14];[56,57,49]
[-37,43,14];[55,56,50]
[-38,43,14];[55,56,48]
[-39,43,14];[180,148,73]
[-40,43,14];[252,213,24]
[-44,43,14];[229,200,62]
[-45,43,14];[54,52,39]
[-48,43,14];[65,63,48]
[-50,43,14];[64,62,47]
[-52,43,14];[55,55,47]
[-55,43,14];[50,52,51]
[-56,43,14];[63,63,55]
[-58,43,14];[241,201,41]
[12,44,14];[53,58,62]
[12,43,14];[36,44,47]
[12,42,14];[41,50,57]
[12,41,14];[56,64,67]
[39,37,15];[60,61,63]
[12,40,14];[67,72,75]
[12,38,14];[214,196,122]
[12,37,14];[19,20,25]
[-14,37,14];[50,51,53]
[-21,37,14];[53,53,53]
[-17,36,15];[0,0,0]
[-19,36,14];[47,48,50]
[-54,36,14];[58,58,58]
[-12,35,14];[33,32,38]
[-12,34,14];[3,3,3]
[-19,47,16];[79,79,81]
[31,34,15];[71,71,71]
[-13,34,14];[13,13,11]
[14,34,14];[35,31,30]
[8,32,15];[60,58,59]
[-14,32,14];[47,47,45]
[-10,32,14];[54,48,22]
[-15,32,14];[50,50,50]
[-16,32,14];[50,52,51]
[-16,31,14];[142,144,139]
[0,30,14];[42,43,45]
[-6,30,15];[85,87,86]
[-5,16,14];[232,210,91]
[-6,15,14];[79,78,84]
[7,51,15];[71,72,74]
[2,51,15];[68,73,69]
[-7,51,15];[55,57,54]
[5,50,14];[29,30,34]
[-16,46,14];[44,44,42]
[-17,46,14];[8,8,8]
[-15,45,14];[13,13,13]
[-17,44,14];[15,15,15]
[25,41,15];[41,41,41]
[-41,37,14];[76,76,74]
[-27,37,14];[52,52,54]
[-30,37,14];[92,52,1]
[-44,37,14];[114,99,60]
[-47,37,14];[95,85,58]
[-48,37,14];[59,54,58]
[-14,36,14];[45,47,46]
[-15,36,14];[44,46,45]
[-17,36,14];[1,1,1]
[-20,36,14];[49,49,49]
[-21,36,14];[52,52,50]
[-13,35,14];[3,3,3]
[-17,35,14];[17,18,20]
[27,34,15];[111,111,113]
[18,34,15];[64,62,65]
[9,30,15];[19,16,7]
[-5,30,14];[37,38,40]
[-8,50,14];[23,23,23]
[-14,49,14];[59,59,59]
[-16,50,14];[115,117,112]
[-16,49,14];[60,60,62]
[34,48,14];[56,56,56]
[31,48,14];[55,55,55]
[-51,42,14];[65,63,48]
[27,48,14];[58,58,56]
[26,48,14];[57,57,55]
[20,48,14];[59,58,56]
[18,49,14];[112,113,118]
[-9,47,14];[59,58,56]
[-9,46,14];[49,47,50]
[11,46,14];[74,77,84]
[12,45,14];[49,54,58]
[-8,45,14];[32,67,149]
[-19,44,14];[35,32,27]
[-20,45,14];[43,43,41]
[-20,44,14];[43,43,43]
[-23,44,14];[65,63,50]
[-28,44,14];[244,205,12]
[-31,44,14];[59,53,39]
[-35,44,14];[57,56,51]
[-36,44,14];[56,56,48]
[-37,44,14];[57,57,49]
[-46,44,14];[47,48,50]
[-48,44,14];[68,65,48]
[-49,45,14];[67,64,47]
[-49,44,14];[65,64,46]
[-54,44,14];[49,50,52]
[-55,44,14];[53,53,51]
[-56,44,14];[54,52,53]
[-58,44,14];[238,199,34]
[11,44,14];[50,67,119]
[11,43,14];[62,74,122]
[11,42,14];[83,101,139]
[-59,40,14];[101,100,98]
[-59,40,13];[56,55,60]
[-59,39,14];[96,97,92]
[-59,39,13];[53,52,57]
[11,39,14];[75,88,141]
[11,38,14];[68,86,122]
[-59,38,14];[103,105,104]
[-9,37,14];[90,98,121]
[41,37,14];[60,58,59]
[-34,37,14];[54,54,56]
[-26,37,14];[40,45,51]
[-31,37,14];[140,102,27]
[-53,37,14];[61,60,58]
[-24,37,14];[58,57,62]
[-33,37,14];[102,81,16]
[-50,37,14];[46,46,46]
[-23,37,14];[66,65,61]
[-25,37,14];[79,79,81]
[-29,37,14];[74,52,28]
[-36,37,14];[50,51,55]
[-38,37,14];[58,62,71]
[-38,37,13];[29,38,51]
[-39,37,14];[57,57,65]
[-45,37,14];[78,75,58]
[-49,37,14];[49,49,47]
[-49,37,13];[32,37,41]
[-50,37,13];[23,38,45]
[-25,36,14];[93,189,214]
[-26,37,13];[36,67,88]
[-32,37,14];[134,102,19]
[-42,37,14];[75,74,69]
[-26,36,14];[73,154,181]
[-35,36,14];[72,163,184]
[-33,36,14];[65,144,161]
[-8,36,14];[23,69,165]
[12,35,14];[15,15,15]
[-53,35,14];[56,55,53]
[40,35,14];[102,102,104]
[-57,36,14];[55,57,56]
[-58,36,14];[58,58,58]
[-20,35,14];[49,49,49]
[-21,35,14];[54,54,52]
[-59,35,14];[89,93,94]
[-14,35,14];[9,10,15]
[-15,35,14];[13,14,18]
[-16,35,14];[2,2,0]
[20,34,14];[59,59,59]
[19,34,15];[71,71,71]
[-14,34,14];[11,13,10]
[-15,34,14];[7,9,6]
[-16,34,14];[5,5,5]
[29,34,14];[61,61,61]
[-17,34,14];[5,5,7]
[-7,33,14];[24,28,31]
[12,32,15];[9,8,4]
[-8,33,16];[10,11,13]
[6,32,14];[77,77,85]
[-15,31,13];[150,149,145]
[7,30,15];[80,75,71]
[8,16,14];[63,65,54]
[-7,15,14];[106,106,104]
[-7,14,14];[187,162,62]
[1,14,13];[55,55,55]
[13,14,13];[54,55,57]
[0,14,13];[56,56,54]
[6,14,13];[166,146,77]
[5,14,13];[53,53,51]
[-9,14,13];[72,63,32]
[-13,14,13];[58,58,58]
[-3,14,13];[56,56,56]
[-5,14,13];[232,206,93]
[2,13,13];[55,55,53]
[-1,13,13];[55,55,53]
[-2,13,13];[56,56,56]
[-13,13,13];[58,60,59]
[13,13,13];[55,57,56]
[10,13,13];[104,99,69]
[9,13,13];[247,208,27]
[3,13,13];[54,54,52]
[1,13,13];[55,55,55]
[0,13,13];[55,55,55]
[-3,13,13];[55,57,56]
[-9,13,13];[178,161,73]
[-12,13,13];[56,56,56]
[-6,13,13];[247,214,37]
[8,51,14];[63,63,65]
[7,51,14];[62,62,64]
[-1,51,15];[63,65,64]
[-2,51,15];[62,64,63]
[-8,51,14];[22,22,22]
[-15,50,14];[107,106,101]
[7,50,14];[53,53,53]
[0,50,14];[28,29,31]
[-5,50,14];[21,22,26]
[37,48,14];[59,59,59]
[31,49,14];[54,54,56]
[29,48,14];[57,57,55]
[14,48,14];[53,52,50]
[14,48,13];[51,51,49]
[13,48,14];[47,46,44]
[16,48,14];[68,68,68]
[11,47,14];[78,78,80]
[-9,46,13];[38,72,144]
[-39,44,14];[255,212,19]
[-45,45,14];[46,48,47]
[18,44,14];[60,56,55]
[25,44,14];[25,26,30]
[-59,43,14];[107,104,85]
[25,43,14];[8,8,10]
[-59,42,14];[119,115,106]
[11,41,14];[89,108,150]
[-9,41,14];[93,97,109]
[14,39,14];[8,8,10]
[18,38,14];[111,113,112]
[43,38,14];[82,82,82]
[-9,38,14];[85,90,96]
[-59,38,13];[58,62,65]
[-59,36,14];[83,84,86]
[-23,36,13];[59,63,66]
[-41,36,13];[76,78,77]
[-48,36,13];[87,160,177]
[-53,36,13];[25,41,54]
[11,36,14];[87,118,182]
[-9,35,13];[50,60,83]
[-9,35,14];[16,30,65]
[18,34,14];[33,33,31]
[17,34,14];[37,37,37]
[-9,34,13];[50,58,68]
[-20,35,13];[48,48,48]
[-54,35,14];[56,56,56]
[-55,35,13];[57,57,55]
[37,34,14];[54,56,55]
[16,34,14];[43,41,44]
[-57,35,14];[56,58,57]
[-58,35,13];[59,59,59]
[11,34,13];[79,79,77]
[10,33,14];[25,25,27]
[-19,34,14];[29,29,29]
[13,33,14];[36,29,19]
[3,32,14];[78,77,82]
[12,32,14];[36,32,20]
[-10,31,14];[48,43,11]
[-11,32,14];[44,43,39]
[-9,31,14];[48,44,17]
[-12,31,14];[47,47,45]
[-14,30,14];[68,69,64]
[6,30,14];[30,30,28]
[1,30,14];[36,38,37]
[-15,30,14];[123,123,121]
[7,16,14];[62,68,80]
[-6,16,14];[67,70,75]
[6,16,14];[113,97,72]
[6,15,13];[54,55,50]
[-5,15,13];[64,53,21]
[11,14,13];[55,57,56]
[5,15,13];[52,52,52]
[2,15,13];[55,55,55]
[-2,15,13];[55,55,55]
[-3,15,13];[55,55,55]
[-4,15,13];[56,58,57]
[-8,15,13];[255,215,40]
[-11,15,13];[55,57,56]
[8,15,14];[61,65,68]
[-14,15,13];[62,62,62]
[8,15,13];[242,207,55]
[7,14,13];[243,209,58]
[8,14,13];[246,214,45]
[8,13,13];[247,209,24]
[-7,13,13];[242,206,22]
[7,12,13];[253,217,33]
[13,12,13];[54,56,55]
[11,12,13];[55,57,56]
[5,12,13];[55,55,55]
[3,12,13];[55,55,55]
[2,12,13];[55,55,53]
[1,12,13];[55,55,55]
[-9,12,13];[79,70,41]
[-10,12,13];[56,56,56]
[-6,12,13];[243,210,33]
[9,12,13];[244,203,27]
[-1,12,13];[55,55,55]
[-3,12,13];[55,57,56]
[-8,12,13];[250,215,25]
[-11,12,13];[56,58,57]
[14,11,13];[54,56,55]
[13,11,13];[54,56,55]
[2,51,14];[64,64,62]
[-3,51,14];[63,63,63]
[1,50,14];[25,24,29]
[-12,49,13];[56,56,56]
[-13,49,14];[57,57,57]
[-19,49,14];[40,42,39]
[35,48,14];[56,56,56]
[30,48,14];[55,55,53]
[24,48,14];[56,56,54]
[-7,49,14];[5,7,6]
[41,47,13];[63,63,63]
[-22,36,14];[55,55,55]
[-23,45,13];[65,64,44]
[-24,45,13];[64,61,42]
[-28,45,13];[241,203,18]
[-32,45,13];[63,61,49]
[-33,45,13];[62,60,48]
[-34,45,13];[55,55,47]
[-39,45,13];[249,210,21]
[-45,45,13];[51,52,47]
[-46,45,13];[54,54,46]
[-47,45,13];[66,63,46]
[-50,45,13];[67,66,48]
[-52,45,13];[54,53,48]
[-55,45,13];[60,55,49]
[-58,45,13];[237,200,24]
[21,44,14];[70,65,61]
[14,43,14];[3,3,3]
[25,42,14];[12,14,13]
[14,42,14];[8,8,10]
[11,40,14];[79,92,134]
[14,40,14];[8,8,10]
[25,39,14];[16,16,16]
[24,38,14];[138,137,135]
[21,38,14];[139,139,137]
[14,38,14];[102,100,101]
[42,38,13];[54,54,52]
[-59,37,13];[55,59,62]
[-28,36,13];[104,209,228]
[-33,36,13];[23,62,79]
[-35,36,13];[77,176,199]
[-37,36,13];[51,55,54]
[-42,36,13];[97,188,217]
[-45,36,13];[40,73,88]
[-24,36,13];[57,84,91]
[-25,36,13];[91,187,212]
[-39,36,13];[145,228,242]
[-43,36,13];[98,187,217]
[19,34,14];[50,50,50]
[35,34,14];[98,102,103]
[36,34,14];[97,101,102]
[33,34,14];[71,71,71]
[32,34,14];[137,137,135]
[31,34,14];[158,157,153]
[23,34,14];[71,71,73]
[22,34,14];[72,72,74]
[21,34,14];[62,63,65]
[9,32,14];[22,22,22]
[-7,32,14];[25,30,36]
[7,32,14];[85,85,93]
[-18,31,14];[58,59,61]
[-15,30,13];[133,135,134]
[5,16,13];[53,55,54]
[4,16,13];[55,55,55]
[3,16,13];[55,55,55]
[-1,16,13];[56,56,56]
