position;colour
[-16,69,31];[99,93,90]
[-15,70,31];[29,55,90]
[-12,74,30];[24,48,82]
[-13,73,30];[35,54,93]
[-15,73,29];[41,60,99]
[-16,73,29];[43,70,109]
[-16,70,30];[74,79,95]
[-17,70,31];[24,52,99]
[-17,69,31];[74,65,66]
[-17,66,32];[90,81,74]
[-25,58,31];[16,28,57]
[-24,59,32];[74,69,66]
[-26,80,21];[198,182,173]
[-33,76,20];[115,101,90]
[-31,77,21];[123,109,107]
[-28,75,23];[33,81,115]
[-27,74,26];[140,113,43]
[-28,76,24];[132,105,41]
[-29,75,24];[148,121,41]
[-25,80,22];[107,89,82]
[-33,52,29];[76,68,68]
[-32,56,29];[79,70,68]
[-31,55,30];[76,70,68]
[-32,56,30];[79,70,68]
[-32,55,30];[79,70,68]
[-31,56,30];[82,69,66]
[-31,64,28];[41,71,112]
[-29,69,26];[57,89,132]
[-29,69,27];[54,87,132]
[-30,68,27];[115,53,79]
[-31,65,27];[123,28,49]
[-32,65,26];[41,71,112]
[-30,68,26];[140,40,57]
[-33,69,24];[41,73,115]
[-28,71,26];[60,95,142]
[-30,70,25];[165,56,74]
[-30,70,26];[49,85,132]
[-32,68,25];[46,78,120]
[-32,67,26];[98,44,71]
[-32,66,26];[46,74,115]
[-33,68,24];[132,36,49]
[-32,70,23];[132,40,57]
[-29,71,26];[57,93,134]
[-30,71,25];[165,65,74]
[-31,71,24];[51,82,123]
[-31,70,24];[145,49,62]
[-32,71,23];[49,82,120]
[-32,70,24];[109,55,79]
[-33,69,23];[46,74,117]
[-34,69,22];[43,67,104]
[-34,70,22];[106,38,60]
[-35,68,22];[43,70,109]
[-35,71,20];[41,66,104]
[-35,69,21];[41,65,107]
[-36,69,19];[35,54,87]
[-36,70,18];[32,48,87]
[-37,68,19];[32,49,82]
[-37,69,18];[74,60,57]
[-38,68,19];[74,67,66]
[-38,72,15];[90,85,82]
[-37,71,16];[87,77,74]
[-37,72,16];[90,81,74]
[-37,74,15];[107,93,90]
[-35,78,12];[115,101,99]
[-36,77,13];[123,109,107]
[-36,77,12];[129,116,112]
[-36,75,13];[82,73,66]
[-37,73,14];[148,130,123]
[-35,78,13];[112,98,95]
[-36,74,15];[107,97,90]
[-36,76,13];[115,101,99]
[-37,74,14];[107,93,90]
[-34,80,14];[101,92,90]
[-35,77,15];[109,95,93]
[-35,77,14];[109,95,93]
[-29,82,13];[99,93,90]
[-32,81,13];[132,117,115]
[-33,81,12];[189,170,165]
[-34,81,11];[214,199,198]
[-34,81,12];[115,101,99]
[-31,82,13];[126,110,104]
[-32,82,13];[129,115,112]
[-33,81,13];[145,132,128]
[-33,82,12];[189,174,167]
[-31,82,14];[115,101,99]
[-30,82,14];[99,85,82]
[-24,83,17];[104,90,88]
[-25,83,16];[131,132,134]
[-26,83,15];[87,78,79]
[-31,81,14];[112,101,101]
[-27,83,14];[82,77,74]
[-28,82,15];[90,81,79]
[-23,83,18];[128,119,120]
[-8,73,30];[107,93,90]
[-9,71,30];[115,101,99]
[-10,69,30];[90,85,82]
[-11,67,31];[84,70,68]
[-12,65,31];[33,81,115]
[-13,65,31];[82,69,66]
[-10,70,30];[82,78,76]
[-11,68,31];[82,73,66]
[-12,69,31];[109,99,93]
[-14,68,32];[109,97,96]
[-9,73,30];[189,178,173]
[-9,72,30];[134,121,118]
[-10,72,31];[132,117,115]
[-10,71,31];[115,101,99]
[-11,71,31];[115,101,99]
[-11,70,31];[123,109,107]
[-12,68,32];[107,97,90]
[-13,69,31];[112,102,96]
[-13,68,32];[107,93,90]
[-13,66,32];[104,89,85]
[-11,73,30];[106,95,98]
[-8,74,30];[214,199,198]
[-9,74,30];[115,101,99]
[-10,74,30];[101,87,84]
[-10,73,30];[132,121,123]
[-11,72,31];[115,105,99]
[-12,72,30];[82,73,66]
[-14,70,31];[38,56,93]
[-12,72,31];[107,93,90]
[-12,75,28];[27,40,68]
[-16,74,29];[41,67,104]
[-15,79,24];[35,44,79]
[-16,79,24];[33,48,82]
[-15,77,26];[35,58,96]
[-14,75,28];[41,66,104]
[-26,83,16];[90,81,82]
[-16,75,28];[43,71,109]
[-17,80,24];[38,56,96]
[-17,79,25];[41,71,109]
[-17,76,27];[41,73,115]
[-18,79,24];[46,78,120]
[-18,78,25];[46,78,120]
[-18,76,26];[49,81,123]
[-18,75,27];[49,81,123]
[-23,62,32];[82,73,66]
[-36,74,13];[82,73,66]
[-23,64,31];[38,62,104]
[-23,63,31];[32,53,90]
[-24,62,31];[65,68,82]
[-22,65,31];[43,70,109]
[-24,70,28];[151,57,74]
[-23,68,29];[140,44,57]
[-21,68,30];[46,78,120]
[-22,69,30];[49,81,123]
[-22,68,30];[49,81,123]
[-23,67,30];[49,69,107]
[-24,70,29];[165,60,74]
[-24,69,29];[51,82,123]
[-29,52,30];[63,50,49]
[-30,52,29];[57,48,49]
[-31,52,30];[82,77,74]
[-26,54,31];[82,69,66]
[-27,53,31];[74,65,57]
[-21,56,32];[115,102,99]
[-25,54,32];[90,77,74]
[-20,57,32];[128,114,109]
[-21,60,32];[71,61,60]
[-19,60,33];[99,89,90]
[-19,59,33];[82,73,66]
[-20,60,33];[63,57,54]
[-21,59,32];[173,174,181]
[-21,62,32];[74,65,57]
[-21,60,33];[71,61,60]
[-22,63,32];[90,77,74]
[-22,60,32];[74,65,66]
[-22,64,32];[123,119,115]
[-20,64,31];[41,60,99]
[-20,65,31];[43,67,104]
[-20,64,32];[38,56,93]
[-20,63,32];[24,40,74]
[-21,64,32];[76,72,79]
[-20,68,30];[49,73,115]
[-20,66,31];[41,68,109]
[-18,68,31];[65,62,66]
[-19,67,31];[49,77,115]
[-19,70,30];[43,71,109]
[-19,69,31];[49,73,115]
[-25,72,27];[33,81,115]
[-23,71,28];[49,85,132]
[-19,73,29];[90,81,74]
[-20,72,29];[49,78,120]
[-20,71,29];[49,78,120]
[-21,72,29];[51,83,126]
[-16,76,27];[43,70,109]
[-22,72,28];[165,138,41]
[-22,70,29];[117,59,85]
[-23,72,28];[33,46,84]
[-23,71,29];[82,65,16]
[-23,63,32];[82,77,74]
[-25,71,28];[93,82,112]
[-22,75,26];[57,89,132]
[-20,74,28];[49,85,123]
[-25,73,26];[33,48,90]
[-13,75,28];[27,42,77]
[-18,74,28];[41,73,115]
[-20,77,25];[54,86,129]
[-20,76,26];[49,85,123]
[-21,77,25];[54,87,129]
[-21,73,28];[54,86,129]
[-22,74,27];[98,106,76]
[-23,73,28];[129,104,41]
[-23,74,27];[33,48,84]
[-24,73,27];[33,48,84]
[-24,74,26];[57,97,140]
[-25,73,27];[33,48,84]
[-26,72,27];[33,81,115]
[-23,77,24];[33,48,82]
[-20,79,24];[49,85,132]
[-21,78,24];[51,86,126]
[-35,79,12];[134,121,117]
[-22,79,24];[54,86,129]
[-22,77,25];[51,87,126]
[-25,74,26];[66,101,148]
[-29,81,15];[99,93,90]
[-27,82,17];[54,48,43]
[-28,82,16];[90,81,82]
[-26,80,18];[43,74,115]
[-28,79,18];[43,71,109]
[-24,82,18];[16,24,41]
[-25,82,17];[93,80,79]
[-27,81,17];[35,50,88]
[-28,80,17];[41,67,109]
[-29,79,18];[43,71,112]
[-29,81,16];[57,52,49]
[-30,79,18];[43,71,109]
[-30,80,17];[41,69,107]
[-24,80,20];[49,78,117]
[-28,78,20];[49,77,115]
[-24,81,19];[41,69,109]
[-23,82,18];[41,48,82]
[-25,81,20];[46,78,120]
[-25,81,19];[46,75,117]
[-26,80,20];[46,78,120]
[-26,80,19];[49,77,123]
[-27,80,19];[43,75,117]
[-28,79,19];[43,75,112]
[-30,78,19];[46,75,115]
[-25,79,21];[51,83,126]
[-25,79,22];[33,81,115]
[-27,74,25];[165,130,41]
[-27,75,24];[140,132,65]
[-27,77,22];[54,86,129]
[-28,75,24];[33,48,84]
[-28,76,23];[107,100,62]
[-29,77,21];[115,105,99]
[-30,78,20];[43,75,117]
[-30,77,21];[189,178,173]
[-24,79,22];[51,86,126]
[-25,77,24];[33,48,84]
[-23,80,23];[41,73,107]
[-23,80,22];[33,50,77]
[-24,80,22];[33,81,115]
[-24,79,23];[33,81,115]
[-25,75,25];[57,101,148]
[-25,77,23];[33,48,82]
[-19,72,29];[33,81,115]
[-23,78,24];[33,48,82]
[-24,77,25];[148,121,49]
[-25,77,25];[145,115,49]
[-16,71,24];[79,70,62]
[-14,70,21];[41,36,33]
[-19,74,29];[46,79,120]
[-23,79,23];[49,85,132]
[-24,78,24];[173,142,57]
[-25,78,24];[159,133,54]
[-26,77,23];[57,89,132]
[-24,76,26];[82,60,16]
[-26,76,24];[49,77,115]
[-23,76,27];[142,119,49]
[-23,78,25];[156,130,57]
[-38,60,20];[107,93,90]
[-38,59,21];[90,81,82]
[-38,59,23];[74,65,66]
[-39,61,21];[74,69,66]
[-37,59,23];[68,61,60]
[-38,59,22];[82,69,66]
[-38,58,22];[90,77,74]
[-38,62,22];[66,60,57]
[-39,62,20];[74,69,66]
[-38,61,21];[71,64,63]
[-38,71,14];[77,65,65]
[-39,65,17];[132,121,115]
[-38,67,16];[90,85,82]
[-38,69,15];[74,69,66]
[-38,72,14];[128,119,115]
[-38,71,15];[118,105,104]
[-38,68,18];[74,66,66]
[-39,67,17];[74,69,66]
[-39,66,17];[93,86,82]
[-38,67,18];[74,69,66]
[-38,65,19];[66,60,57]
[-39,65,19];[71,63,63]
[-37,67,21];[74,65,57]
[-36,67,21];[109,100,98]
[-37,67,20];[74,69,66]
[-37,65,21];[76,64,62]
[-36,67,22];[90,77,74]
[-35,66,22];[156,138,132]
[-35,65,24];[140,125,115]
[-34,65,24];[38,57,95]
[-34,69,23];[41,65,107]
[-34,67,24];[41,65,107]
[-34,62,26];[35,50,87]
[-34,65,25];[41,60,99]
[-33,64,26];[112,32,43]
[-21,61,32];[68,63,60]
[-33,63,26];[38,57,96]
[-33,62,26];[35,53,93]
[-34,60,26];[33,49,84]
[-34,59,26];[33,48,82]
[-35,61,25];[33,49,87]
[-31,58,30];[170,159,153]
[-32,58,30];[82,73,74]
[-33,56,29];[123,109,107]
[-33,55,29];[82,73,74]
[-34,58,28];[82,73,74]
[-35,58,27];[57,52,49]
[-35,58,25];[16,28,57]
[-35,57,26];[107,97,90]
[-36,59,25];[115,105,99]
[-37,61,23];[140,125,123]
[-37,60,24];[140,125,115]
[-35,63,24];[35,50,84]
[-37,63,22];[74,60,57]
[-37,62,22];[123,113,107]
[-36,62,23];[35,48,84]
[-36,60,24];[33,40,74]
[-35,64,23];[35,59,95]
[-36,66,22];[82,77,74]
[-36,65,22];[43,40,44]
[-21,76,28];[99,89,82]
[-21,75,27];[54,86,129]
[-21,74,28];[49,81,123]
[-32,81,14];[128,115,110]
[-33,81,14];[99,81,74]
[-31,78,17];[41,66,104]
[-30,79,17];[46,70,109]
[-21,76,27];[90,81,74]
[-31,79,18];[41,67,104]
[-31,80,15];[16,20,41]
[-32,80,14];[8,20,41]
[-32,77,19];[101,89,85]
[-33,79,15];[33,52,87]
[-32,78,16];[41,61,101]
[-32,79,16];[41,62,101]
[-34,73,18];[74,65,66]
[-35,71,19];[33,44,82]
[-35,72,19];[74,65,66]
[-36,74,17];[99,87,82]
[-37,72,17];[90,77,74]
[-37,71,18];[74,65,66]
[-20,85,16];[115,101,99]
[-35,74,18];[99,89,82]
[-36,72,18];[84,75,76]
[-36,73,17];[99,89,82]
[-36,74,16];[115,101,99]
[-37,70,17];[73,67,65]
[-31,58,29];[123,112,110]
[-32,58,29];[112,104,101]
[-28,62,30];[41,60,99]
[-29,61,30];[35,53,93]
[-30,61,29];[41,53,93]
[-28,71,27];[181,73,82]
[-28,64,29];[41,73,115]
[-28,63,29];[115,28,41]
[-30,63,28];[41,69,112]
[-28,70,27];[57,93,132]
[-28,69,27];[57,89,132]
[-28,68,28];[49,89,132]
[-28,66,29];[49,81,123]
[-28,64,30];[41,70,109]
[-28,63,30];[115,28,41]
[-29,67,28];[74,67,62]
[-29,63,29];[107,28,41]
[-29,62,29];[38,57,96]
[-30,63,29];[41,65,107]
[-31,62,28];[41,60,99]
[-29,53,31];[74,69,66]
[-27,55,32];[112,104,109]
[-26,54,32];[74,69,66]
[-28,55,31];[74,65,66]
[-29,56,31];[137,124,121]
[-28,56,31];[112,100,96]
[-26,57,31];[109,100,101]
[-30,56,30];[54,57,65]
[-22,81,22];[123,113,107]
[-28,57,30];[29,43,77]
[-29,57,30];[33,48,82]
[-30,57,30];[52,53,62]
[-26,60,30];[35,50,87]
[-26,60,31];[35,48,82]
[-26,58,31];[33,44,82]
[-27,57,31];[109,101,95]
[-28,58,30];[33,48,82]
[-29,58,30];[33,48,82]
[-30,58,29];[24,36,74]
[-28,60,30];[35,50,87]
[-29,60,30];[35,50,84]
[-30,59,29];[41,56,90]
[-26,62,31];[41,52,90]
[-24,63,31];[101,92,90]
[-25,63,30];[49,69,107]
[-25,62,31];[16,36,74]
[-27,63,30];[41,60,99]
[-27,71,27];[82,76,73]
[-23,66,31];[41,65,107]
[-24,66,30];[41,73,115]
[-23,66,30];[38,68,109]
[-24,67,30];[41,73,115]
[-24,66,31];[41,73,115]
[-26,73,26];[66,101,148]
[-25,68,29];[49,81,123]
[-25,67,29];[140,44,57]
[-25,66,30];[123,48,66]
[-26,71,28];[57,97,140]
[-26,70,28];[51,87,134]
[-26,69,29];[93,78,112]
[-26,68,29];[148,44,66]
[-26,67,29];[49,81,123]
[-26,66,29];[49,77,115]
[-26,65,30];[41,69,107]
[-26,64,30];[41,73,115]
[-34,74,18];[62,57,60]
[-33,77,16];[41,63,101]
[-34,76,15];[33,48,82]
[-35,75,16];[118,105,101]
[-18,62,25];[99,93,82]
[-19,63,27];[57,52,49]
[-19,62,25];[90,81,82]
[-14,70,23];[57,52,49]
[-15,71,25];[49,44,41]
[-19,63,25];[95,86,79]
[-19,63,26];[57,52,49]
[-21,79,25];[107,97,90]
[-39,64,19];[84,73,68]
[-38,63,20];[112,105,104]
[-38,63,21];[74,65,66]
[-39,64,18];[231,223,214]
[-39,63,19];[107,97,90]
[-39,63,18];[148,130,123]
[-39,62,19];[126,112,107]
[-19,77,27];[115,101,99]
[-20,77,27];[139,128,121]
[-19,78,26];[140,121,115]
[-12,76,28];[74,65,57]
[-11,75,30];[156,141,139]
[-12,77,28];[115,101,99]
[-12,78,26];[93,83,82]
[-22,61,32];[76,64,62]
[-12,79,25];[99,89,90]
[-33,75,20];[115,101,90]
[-32,76,19];[134,121,112]
[-34,73,20];[43,70,109]
[-33,74,20];[43,71,109]
[-34,72,20];[46,68,109]
[-28,73,25];[74,56,16]
[-29,76,22];[49,57,71]
[-32,72,22];[140,44,57]
[-32,76,20];[87,78,71]
[-28,74,24];[33,48,84]
[-32,74,20];[43,74,117]
[-29,73,25];[74,56,16]
[-27,72,27];[66,56,49]
[-28,72,26];[57,97,140]
[-30,73,23];[33,77,115]
[-30,72,24];[68,81,118]
[-31,77,20];[153,140,131]
[-31,73,22];[49,77,123]
[-32,73,22];[142,42,60]
[-33,73,21];[128,37,51]
[-21,58,32];[112,105,104]
[-23,58,32];[66,60,57]
[-13,71,27];[165,134,82]
[-24,58,32];[110,98,95]
[-25,58,32];[107,93,90]
[-21,57,32];[131,120,115]
[-22,57,32];[74,65,62]
[-22,56,32];[123,113,107]
[-23,57,32];[71,64,63]
[-24,56,32];[76,68,68]
[-24,55,32];[95,82,79]
[-25,57,32];[74,60,57]
[-26,57,32];[74,65,66]
[-26,56,32];[68,61,60]
[-17,81,23];[82,69,66]
[-19,81,23];[132,117,115]
[-20,80,24];[87,76,76]
[-21,80,24];[57,48,49]
[-21,81,23];[123,113,107]
[-22,81,23];[115,105,98]
[-17,62,24];[74,65,57]
[-18,63,26];[66,60,49]
[-15,70,23];[115,105,99]
[-14,69,22];[74,65,57]
[-15,64,32];[84,71,68]
[-14,64,32];[95,85,85]
[-16,62,32];[109,98,96]
[-16,61,32];[93,82,79]
[-18,60,33];[90,77,74]
[-18,59,33];[181,170,165]
[-17,71,30];[46,71,112]
[-17,73,29];[43,74,112]
[-18,73,30];[156,142,132]
[-31,79,17];[198,190,181]
[-14,74,29];[41,62,101]
[-16,73,30];[115,105,90]
[-15,73,30];[156,145,140]
[-15,72,30];[107,93,82]
[-17,72,30];[43,70,109]
[-32,78,17];[41,60,99]
[-33,62,27];[87,87,65]
[-33,63,27];[206,166,49]
[-32,62,29];[129,103,41]
[-33,62,28];[126,99,35]
[-31,61,29];[49,44,41]
[-31,60,29];[38,53,93]
[-32,63,28];[173,146,57]
[-19,66,31];[38,62,101]
[-19,65,31];[33,53,87]
[-19,64,32];[41,60,99]
[-20,62,32];[74,69,66]
[-18,64,32];[16,28,49]
[-19,63,32];[43,55,79]
[-32,77,18];[46,71,112]
[-33,78,16];[129,125,123]
[-33,76,17];[41,69,107]
[-33,76,18];[132,121,115]
[-34,58,22];[107,77,49]
[-35,57,22];[49,40,41]
[-36,56,22];[54,46,46]
[-33,60,22];[101,69,43]
[-36,57,22];[51,48,46]
[-30,64,21];[101,75,49]
[-34,63,20];[41,32,24]
[-27,66,22];[85,63,43]
[-28,77,21];[49,82,123]
[-29,65,22];[82,56,33]
[-29,64,22];[115,85,49]
[-30,64,22];[115,85,57]
[-31,62,22];[49,36,33]
[-33,61,22];[112,80,49]
[-35,62,20];[107,69,41]
[-35,60,21];[71,45,32]
[-35,59,22];[93,68,55]
[-36,62,19];[54,48,46]
[-37,61,19];[46,40,38]
[-37,57,21];[33,73,107]
[-32,65,19];[107,73,41]
[-33,65,19];[96,67,38]
[-37,64,18];[54,45,46]
[-36,63,18];[60,50,46]
[-29,66,21];[117,86,54]
[-30,65,21];[96,67,38]
[-32,64,20];[115,89,49]
[-33,65,20];[98,67,38]
[-33,64,20];[93,68,38]
[-34,63,19];[57,40,24]
[-35,64,19];[93,67,43]
[-35,63,19];[98,74,49]
[-36,64,18];[49,36,33]
[-37,63,18];[54,45,41]
[-37,62,18];[51,42,41]
[-38,63,18];[131,113,112]
[-36,70,14];[71,63,60]
[-29,68,20];[123,97,66]
[-35,68,17];[131,101,62]
[-37,68,16];[54,49,46]
[-28,67,20];[90,69,41]
[-38,67,15];[90,81,82]
[-34,66,18];[74,48,24]
[-35,66,18];[90,58,35]
[-27,67,21];[71,48,35]
[-29,68,19];[73,49,30]
[-29,67,20];[49,32,24]
[-30,68,19];[115,90,57]
[-30,67,19];[68,52,35]
[-31,68,19];[60,45,32]
[-31,67,19];[148,117,74]
[-31,66,20];[99,65,41]
[-32,66,19];[82,56,33]
[-33,69,17];[132,101,66]
[-33,66,19];[90,60,38]
[-34,68,16];[115,89,57]
[-29,80,16];[35,51,90]
[-34,67,17];[123,97,57]
[-28,79,22];[164,151,143]
[-34,65,18];[98,70,38]
[-35,66,17];[73,49,29]
[-36,70,15];[66,56,57]
[-36,68,16];[76,67,65]
[-36,66,17];[62,47,32]
[-37,70,14];[74,65,66]
[-37,69,14];[65,73,82]
[-38,66,16];[104,94,93]
[-33,80,10];[74,85,90]
[-35,77,11];[112,98,96]
[-24,65,31];[41,69,109]
[-37,72,13];[82,73,74]
[-27,70,19];[66,60,57]
[-28,69,20];[66,52,49]
[-30,69,19];[90,60,41]
[-27,68,21];[63,40,24]
[-29,69,19];[57,52,49]
[-31,69,18];[99,65,41]
[-33,74,14];[71,63,62]
[-34,78,11];[99,89,90]
[-34,77,12];[82,73,74]
[-34,73,14];[60,56,52]
[-17,74,29];[46,74,112]
[-34,72,14];[74,69,66]
[-35,76,11];[33,73,107]
[-35,74,12];[84,75,71]
[-35,72,13];[87,78,71]
[-36,74,12];[84,73,68]
[-36,73,13];[84,71,68]
[-36,71,14];[74,60,66]
[-32,78,12];[90,85,82]
[-27,81,13];[84,75,76]
[-29,81,12];[82,73,74]
[-32,80,12];[104,91,85]
[-27,77,15];[154,121,88]
[-30,75,15];[41,28,24]
[-26,76,16];[126,97,57]
[-27,82,13];[82,73,74]
[-27,77,16];[123,93,57]
[-27,76,16];[134,101,68]
[-27,75,17];[140,113,74]
[-27,74,17];[87,72,57]
[-28,82,12];[99,85,82]
[-28,81,13];[84,75,76]
[-28,79,14];[140,109,76]
[-28,78,14];[156,125,90]
[-25,80,21];[148,133,123]
[-28,77,15];[134,103,68]
[-28,76,15];[140,109,74]
[-29,82,12];[107,93,90]
[-29,80,13];[84,73,68]
[-29,78,14];[156,130,90]
[-29,77,15];[137,110,79]
[-29,76,15];[140,109,74]
[-29,75,16];[71,53,44]
[-30,81,11];[115,101,99]
[-30,80,12];[84,74,74]
[-30,79,12];[84,75,76]
[-30,76,14];[82,69,49]
[-31,81,11];[117,103,101]
[-31,80,12];[71,67,65]
[-32,81,10];[140,138,140]
[-32,79,11];[107,97,93]
[-22,84,15];[99,85,82]
[-24,82,14];[82,73,74]
[-25,81,14];[79,70,65]
[-23,79,16];[126,95,60]
[-25,79,15];[123,89,49]
[-25,78,16];[148,117,82]
[-26,78,16];[142,109,71]
[-25,77,16];[142,106,71]
[-25,76,17];[129,99,63]
[-24,74,18];[41,32,24]
[-25,74,18];[132,97,66]
[-23,83,14];[33,81,115]
[-23,81,15];[41,32,24]
[-24,83,14];[82,73,66]
[-24,82,15];[87,74,71]
[-35,73,19];[104,93,90]
[-24,81,15];[65,48,38]
[-24,79,16];[123,91,57]
[-24,78,17];[150,118,82]
[-24,76,18];[115,89,57]
[-25,82,15];[88,76,76]
[-25,81,15];[62,44,35]
[-25,80,16];[132,101,66]
[-25,79,16];[115,81,41]
[-25,78,17];[148,121,82]
[-25,75,18];[104,74,43]
[-19,85,16];[115,105,99]
[-17,85,16];[115,101,99]
[-20,84,15];[82,91,104]
[-19,83,16];[74,66,66]
[-19,82,17];[54,41,35]
[-22,82,16];[85,58,35]
[-20,81,17];[134,102,65]
[-21,81,16];[107,73,49]
[-22,81,16];[73,51,32]
[-21,80,17];[181,138,90]
[-21,78,18];[68,56,52]
[-22,77,18];[104,86,71]
[-23,76,18];[98,71,43]
[-24,71,21];[76,68,68]
[-18,84,17];[76,68,68]
[-19,83,17];[74,67,63]
[-25,80,15];[132,101,66]
[-19,81,18];[87,70,60]
[-20,84,16];[107,97,99]
[-20,83,17];[74,67,63]
[-20,82,17];[57,45,35]
[-20,81,18];[148,109,74]
[-21,81,17];[131,95,62]
[-11,68,29];[84,75,76]
[-21,77,19];[82,69,74]
[-22,80,17];[128,93,60]
[-22,78,18];[107,73,41]
[-22,76,19];[33,28,16]
[-23,76,19];[90,67,43]
[-23,75,19];[84,56,35]
[-15,84,18];[115,109,107]
[-29,70,26];[57,87,134]
[-16,84,17];[90,81,82]
[-16,80,19];[123,89,57]
[-18,80,18];[74,67,63]
[-20,77,19];[74,60,57]
[-20,75,20];[40,32,24]
[-27,67,29];[79,67,101]
[-21,74,20];[33,12,8]
[-23,72,21];[74,63,62]
[-32,74,21];[46,77,117]
[-15,82,19];[74,69,66]
[-16,83,18];[76,67,68]
[-16,82,19];[74,66,66]
[-37,66,16];[54,46,46]
[-16,80,20];[118,83,54]
[-17,83,18];[173,158,156]
[-17,81,19];[82,56,33]
[-18,82,18];[74,69,66]
[-18,81,19];[49,40,33]
[-18,80,19];[87,71,55]
[-18,79,20];[126,98,65]
[-19,80,19];[74,69,66]
[-19,76,21];[132,105,66]
[-20,76,20];[49,40,33]
[-20,75,21];[77,55,32]
[-21,76,20];[90,77,74]
[-22,74,20];[82,72,68]
[-22,72,21];[74,65,60]
[-17,63,22];[38,82,115]
[-15,66,22];[62,48,38]
[-16,66,28];[76,71,68]
[-16,65,29];[82,59,38]
[-19,64,28];[51,52,55]
[-13,64,31];[82,69,66]
[-21,79,18];[107,73,41]
[-14,63,31];[82,69,66]
[-15,65,29];[60,53,49]
[-15,63,30];[66,60,57]
[-15,62,31];[82,73,74]
[-16,65,28];[33,24,16]
[-16,62,30];[57,52,49]
[-16,61,30];[57,48,49]
[-16,60,31];[41,81,115]
[-17,61,30];[51,45,43]
[-17,60,31];[49,44,41]
[-18,64,28];[49,40,33]
[-18,63,29];[117,90,54]
[-19,63,28];[38,33,29]
[-19,62,29];[74,48,33]
[-19,61,29];[93,60,35]
[-20,66,26];[73,50,35]
[-20,63,28];[98,64,43]
[-21,66,26];[123,91,60]
[-21,65,26];[41,32,24]
